date,amount,currency,merchant,description,id,reportedBalance
23/01/2023,-68.99,USD,ABC*WYOMISSING FITNESS PA 01/20,,ykaE9QaADMcwbkM0wNowhQyDZdnEpOCPejKBdD,177.44
23/01/2023,-39.99,USD,6506 WYOMISSING FITNESS WYOMISSING PA 01/20,,3VrN8Kr9k4Uo1MPQom4os69joOwgZDtM3mrg47,177.44
23/01/2023,-1003,USD,NON-CHASE ATM WITHDRAW 462239 01/222137 Penn,,mdq8nQqXOEIo4nOxoDeos5x9REKZBMiEgwAnko,177.44
23/01/2023,4290,USD,ORIG CO NAME:AMERICANFIRSTFIN ORIG ID:1462541785 DESC DATE:230122 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:096016938394715 EED:230123 IND ID:14195-105 IND NAME:DULAURY FERREIRA TAVAR CUSTOMER CREDITS TRN: 0238394715TC,,0evk8Bvx30fjQBLKj0vjC0bD7rngm6FBZnkqQD,177.44
23/01/2023,-25.96,USD,WEST LAWN BEVERAGE WEST LAWN PA 01/21,,LoBYaPBLprt4yRp34JY4S43MoJXy8BCjb6vOrY,177.44
23/01/2023,100,USD,Zelle payment from MARIO BRAZOBAN WFCT0QYR6NMZ,,kX1jnQ1D9EUpxB4mpyYpFkpjA97OaRSZzVreJE,177.44
23/01/2023,-25,USD,CASH APP*DULAURY FE 8774174551 CA 01/22,,d5MjVzMq8phVqgKOVx7VTqVRpae0obIPXmw6JA,177.44
23/01/2023,-1,USD,6506 WYOMISSING FITNESS WYOMISSING PA 01/22,,zAxEpQxZ1MF6QkMR6ay6TeKr3XEpvOtk0X1DyX,177.44
23/01/2023,-11900,USD,"ONLINE DOMESTIC WIRE TRANSFER VIA: TD BANK, NA/026013673 A/C: GOLD DRIP LLC QUEENS NY 11372 US IMAD: 0123B1QGC06C012791 TRN: 3517313023ES 01/23",,QoA7mKAML8tZnovwZOJZtxkej6gvJ4HoYB5q6r,177.44
23/01/2023,1200,USD,ATM CASH DEPOSIT 01/21 3729 JUNCTION BLVD,,r1kRVYkZnMiNbdMwNJBNtNLajX5xVBHjq46D05,177.44
23/01/2023,-39.99,USD,6506 WYOMISSING FITNESS WYOMISSING PA 01/20,,BpMO8bM1gqHB1YJRBz0BsyAwRZVvN7uRPezbJ7,177.44
23/01/2023,9400,USD,BOOK TRANSFER CREDIT B/O: GOTA DE ORO WHOLESALE LLC JACKSON HEIGHTS NY 11372-3828 US TRN: 3506333023ES,,j5DjVQDL7EhkyRrmk39kuxkqw3NK1DHkgPd7KB,177.44
23/01/2023,-50.21,USD,WAWA 286 SINKING SPRIN PA 035762 01/21,,6Vx7mvx90JUMmA3yMODMuQdgVbLEMrCZgBDz1D,177.44
23/01/2023,-500,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Jan 23 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015098518042 EED:230123 IND ID: IND NAME:GOLDDRIP TRN: 0238518042TC,,Poka9ykM6Jt8LpAZ8qK8F0jDrw9PJAF50YdN4o,177.44
23/01/2023,-1000,USD,ORIG CO NAME:Delta Bridge Fun ORIG ID:863098465 DESC DATE:Jan 23 CO ENTRY DESCR:Delta BridSEC:CCD TRACE#:067015094370529 EED:230123 IND ID:DEB956066 IND NAME:GOLDDRIPLLC TRN: 0234370529TC,,X5xo94xbyEhVK4JoV7bVTngO3LEB6atjA1DLbN,177.44
23/01/2023,-420,USD,Zelle payment to Gota De Oro 16349222086,,1E0me309yjcX98DmXE0XiMgVjx10RXtrzdO7Lm,177.44
20/01/2023,-1000,USD,ORIG CO NAME:Delta Bridge Fun ORIG ID:863098465 DESC DATE:Jan 20 CO ENTRY DESCR:Delta BridSEC:CCD TRACE#:067015094996170 EED:230120 IND ID:DEB953466 IND NAME:GOLDDRIPLLC TRN: 0204996170TC,,OoK4m3KMwxtJ6EkbJrQ3FyEx73EjKgFb1Bg4M,51.49
20/01/2023,2090,USD,ORIG CO NAME:ACIMA13985445 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408596023856 EED:230120 IND ID:C84B14169C0642B IND NAME: 8012971982 TRN: 0206023856TC,,QoA7mKAML8tZnovwZOJKh0oOQnoV54ILRB4J9,51.49
20/01/2023,326,USD,Zelle payment from ALISSA G GARRIGO 16338220044,,Eow4a9wYVytK3a69K01MUkax6DaqBnhP70nEp,51.49
20/01/2023,-500,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Jan 20 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015095449485 EED:230120 IND ID: IND NAME:GOLDDRIP TRN: 0205449485TC,,V54x9j4bBEh73VaR7xrjFgV4vEV8ajTEDAjkd,51.49
20/01/2023,1050,USD,ORIG CO NAME:AMERICANFIRSTFIN ORIG ID:1462541785 DESC DATE:230119 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:096016935959352 EED:230120 IND ID:14195-104 IND NAME:DULAURY FERREIRA TAVAR CUSTOMER CREDITS TRN: 0205959352TC,,RovK9kvMDZt51xpO543VUnxe6mxVAqCnPEq1e,51.49
20/01/2023,-11100,USD,"ONLINE DOMESTIC WIRE TRANSFER VIA: TD BANK, NA/026013673 A/C: GOLD DRIP LLC QUEENS NY 11372 US IMAD: 0120B1QGC02C014047 TRN: 3483553020ES 01/20",,9OZ8mrZn45hrx4kqrmNAiMvzXJvgRqfwzjxy3,51.49
20/01/2023,2750,USD,ORIG CO NAME:ACIMA13968089 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408596023866 EED:230120 IND ID:6537F7553B8F457 IND NAME: 8012971982 TRN: 0206023866TC,,nwBrVQBZMni07vMY0Bekhj4OJb4qZAt36Pp7p,51.49
20/01/2023,-2483.34,USD,ORIG CO NAME:LIQUIDIBEE ORIG ID:1874424288 DESC DATE:012023 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:026013575394103 EED:230120 IND ID:000000046899 IND NAME:GOLD DRIP LLC TRN: 0205394103TC,,ME3bOq3DX4cad8yManONF18VwO8YQps9ynpPd,51.49
20/01/2023,10000,USD,BOOK TRANSFER CREDIT B/O: GOTA DE ORO WHOLESALE LLC JACKSON HEIGHTS NY 11372-3828 US TRN: 3467553020ES,,pLyVjnyORMHLbxMyL4evhD0VOz06oJCyrM4aZ,51.49
19/01/2023,-3625,USD,ORIG CO NAME:LIQUIDIBEE ORIG ID:1874424288 DESC DATE:011923 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:026013576616909 EED:230119 IND ID:000000046728 IND NAME:GOLD DRIP LLC TRN: 0196616909TC,,Koq4a1q6njtrm0pRreEDtPn1MzBDQmFveZDr0,-4911.31
19/01/2023,-328.43,USD,ORIG CO NAME:CAPITAL ONE ORIG ID:9279744380 DESC DATE:230119 CO ENTRY DESCR:MOBILE PMTSEC:WEB TRACE#:021000027911219 EED:230119 IND ID:3QY0YMQBCC7TIMF IND NAME:DIANA FERREIRA TRN: 0197911219TC,,ykaE9QaADMcwbkM0wNoPsz3kg1yaQOIoKLAmk,-4911.31
19/01/2023,70,USD,Zelle payment from LETICIA LEONARDO 16329911336,,kX1jnQ1D9EUpxB4mpyYDtKYB30pnkRiDr4aQz,-4911.31
19/01/2023,2750,USD,ORIG CO NAME:ACIMA13977676 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408596812069 EED:230119 IND ID:567D57096F0A477 IND NAME: 8012971982 TRN: 0196812069TC,,j5DjVQDL7EhkyRrmk39ASE9BALkQxDFYdVD9z,-4911.31
19/01/2023,191,USD,Zelle payment from LUIS M TORRES 16328427987,,AVOREoODbPUqKBxPqQg4iQeo4myrRnfBvkXK3,-4911.31
19/01/2023,400,USD,Zelle payment from Albelis Mota COFMPSAQOHFP,,v3jE0Xj7wMUzbLMRzJP8uaZLR4qnpmT79BnEL,-4911.31
19/01/2023,490,USD,ORIG CO NAME:ACIMA13970349 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408596812053 EED:230119 IND ID:0890059F26A0453 IND NAME: 8012971982 TRN: 0196812053TC,,0evk8Bvx30fjQBLKj0vwUYdAkEbv06H5kMd3Y,-4911.31
18/01/2023,85,USD,Zelle payment from MARIA VERDE GUERRERO BACgg1tilwwx,,qDmgvNmZQMILbxMALE7dHaKVAxvRAEixL0EYv,-6263.78
18/01/2023,486.9,USD,ORIG CO NAME:ACIMA13917364 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408599168380 EED:230118 IND ID:43ABADCE1FCC444 IND NAME: 8012971982 TRN: 0189168380TC,,BpMO8bM1gqHB1YJRBz0LijDaEk4rE9f80b7pg,-6263.78
18/01/2023,81,USD,Zelle payment from LISMARI CASTILLO ROSARIO BACbbmfxhzu2,,Poka9ykM6Jt8LpAZ8qKnIx1YmaEzmkfa8NAxj,-6263.78
18/01/2023,-56.17,USD,ADOBE CREATIVE CLOUD CA 01/18,,1E0me309yjcX98DmXE0KubOzoy76oKUoJ7gvQ,-6263.78
18/01/2023,1250,USD,ORIG CO NAME:ACIMA13962200 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408599168267 EED:230118 IND ID:A0EF2531A0C34F3 IND NAME: 8012971982 TRN: 0189168267TC,,3VrN8Kr9k4Uo1MPQom4AizrMXV17XAtzjgA5w,-6263.78
18/01/2023,-3625,USD,ORIG CO NAME:LIQUIDIBEE ORIG ID:1874424288 DESC DATE:011823 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:026013578355256 EED:230118 IND ID:000000046528 IND NAME:GOLD DRIP LLC TRN: 0188355256TC,,Dod4N7dK93ty54waygQOTYb03Xmv3NszELRaO,-6263.78
18/01/2023,1775,USD,ORIG CO NAME:ACIMA13966537 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408599168370 EED:230118 IND ID:8F1CDB6F1E2E4C2 IND NAME: 8012971982 TRN: 0189168370TC,,ykaE9QaADMcwbkM0wNoBSLgA1kq71zCDnBg51,-6263.78
17/01/2023,111,USD,Zelle payment from CHRISTIAN MALDONADO 20B01SD31RLF,,nwBrVQBZMni07vMY0BeqspAdRdnje8HMKNkNa,-21092.7
17/01/2023,142,USD,Zelle payment from JOSE SANTANA BACc4fu6f0ay,,pLyVjnyORMHLbxMyL4edsbJnmngDMAt7RDwDm,-21092.7
17/01/2023,180,USD,Zelle payment from ANEURY HERRERA 16295799304,,X5xo94xbyEhVK4JoV7bMCXajojp59NtO9yNyk,-21092.7
17/01/2023,30,USD,Zelle payment from JORNIS M DIAZ CABRERA 16295659883,,QoA7mKAML8tZnovwZOJbs14away0DPswVMxMM,-21092.7
17/01/2023,1440,USD,ORIG CO NAME:AMERICANFIRSTFIN ORIG ID:1462541785 DESC DATE:230116 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:096016939133948 EED:230117 IND ID:14195-103 IND NAME:DULAURY FERREIRA TAVAR CUSTOMER CREDITS TRN: 0179133948TC,,ezEbmQEBZpF1vgkz1deMtrd7z734DMILRY3Y1,-21092.7
17/01/2023,-1000,USD,ORIG CO NAME:Delta Bridge Fun ORIG ID:863098465 DESC DATE:Jan 17 CO ENTRY DESCR:Delta BridSEC:CCD TRACE#:067015096896804 EED:230117 IND ID:DEB946002 IND NAME:GOLDDRIPLLC TRN: 0176896804TC,,ME3bOq3DX4cad8yManOJtrpzNz01jKIB6OKOB,-21092.7
17/01/2023,-500,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Jan 17 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015092490610 EED:230117 IND ID: IND NAME:GOLDDRIP TRN: 0172490610TC,,RovK9kvMDZt51xpO543qf7qjOjYnbZsKaoZo1,-21092.7
17/01/2023,-500,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Jan 17 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015099592682 EED:230117 IND ID: IND NAME:GOLDDRIP TRN: 0179592682TC,,Eow4a9wYVytK3a69K01Af1nXdXVkZMsZ48o85,-21092.7
17/01/2023,200,USD,Zelle payment from MAXDIORK JEWELRY LLC WFCT0QY6XHC8,,NoyX9By1datewLKZenPkIDrEZEzvq6Cp4Q6Qn,-21092.7
17/01/2023,-73.43,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976365304024 EED:230117 IND ID: IWBOME6EB IND NAME:gold drip llc TRN: 0175304024TC",,OoK4m3KMwxtJ6EkbJrQnt1g9b9ry0OsZjeOeV,-21092.7
13/01/2023,250,USD,Zelle payment from Darline De Jesus COFQXVS8QURY,,j5DjVQDL7EhkyRrmk398hLrXwPe357fk0OMg4N,
13/01/2023,-1000,USD,ORIG CO NAME:Delta Bridge Fun ORIG ID:863098465 DESC DATE:Jan 13 CO ENTRY DESCR:Delta BridSEC:CCD TRACE#:067015095047502 EED:230113 IND ID:DEB943417 IND NAME:GOLDDRIPLLC TRN: 0135047502TC,,0evk8Bvx30fjQBLKj0vNIEVZ7L8rQzFBg8EZLL,
13/01/2023,1255,USD,ORIG CO NAME:ACIMA13920570 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408596357537 EED:230113 IND ID:8563EFDDC50F4B1 IND NAME: 8012971982 TRN: 0136357537TC,,r1kRVYkZnMiNbdMwNJB0hvePjQ6X17Fj3E5qyv,
13/01/2023,-500,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Jan 13 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015094774784 EED:230113 IND ID: IND NAME:GOLDDRIP TRN: 0134774784TC,,v3jE0Xj7wMUzbLMRzJPyi4Db1Xjxd9CPoNJxRy,
12/01/2023,-148.22,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976369320212 EED:230112 IND ID: IEVMVJOMK IND NAME:gold drip llc TRN: 0129320212TC",,7VJOb0JZj8UAaoy4Aj1au75K69mjPZfk1w3kj,
12/01/2023,50,USD,Zelle payment from LISETTE C RAMIREZ 16275837343,,V54x9j4bBEh73VaR7xr3sxDdqYVQz3H596O57,
12/01/2023,-2483.34,USD,ORIG CO NAME:LIQUIDIBEE ORIG ID:1874424288 DESC DATE:011223 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:026013576909573 EED:230112 IND ID:000000045809 IND NAME:GOLD DRIP LLC TRN: 0126909573TC,,9OZ8mrZn45hrx4kqrmNxF5wrPmvD1ji80VX8J,
12/01/2023,63.44,USD,ERENTERPLAN.COM TX 01/11,,RovK9kvMDZt51xpO5431uJk8oQxyz5fBvbVB6,
12/01/2023,480,USD,ORIG CO NAME:ACIMA13734278 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408597472786 EED:230112 IND ID:9382EE3EF3CE438 IND NAME: 8012971982 TRN: 0127472786TC,,ME3bOq3DX4cad8yManOdsqXoxk8vJAsRjDdRZ,
12/01/2023,1390,USD,ORIG CO NAME:ACIMA13896725 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408597472822 EED:230112 IND ID:A8350B6725054B4 IND NAME: 8012971982 TRN: 0127472822TC,,Eow4a9wYVytK3a69K013uA8YyPa35rfLyr6L4,
12/01/2023,-31.62,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976369320211 EED:230112 IND ID: IPAZAO7Z6 IND NAME:gold drip llc TRN: 0129320211TC",,gMwjVQwdoEiPDkv0P6eDuBk59jdZb7C4zBXan,
12/01/2023,400,USD,Zelle payment from Jean Alvarez COF06U4XSF87,,OoK4m3KMwxtJ6EkbJrQ6smaAopEBDYH56Xo56,
11/01/2023,-3625,USD,ORIG CO NAME:LIQUIDIBEE ORIG ID:1874424288 DESC DATE:011123 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:026013570798102 EED:230111 IND ID:000000045648 IND NAME:GOLD DRIP LLC TRN: 0110798102TC,,BpMO8bM1gqHB1YJRBz00UkbRORXPgXCdVMna4,
11/01/2023,4050,USD,Online Transfer from CHK ...7263 transaction#: 16268971704,,0evk8Bvx30fjQBLKj0vvuAK7v71NV1fVRPOX5,
11/01/2023,286,USD,ORIG CO NAME:ACIMA13903767 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408590859320 EED:230111 IND ID:C92BF70B326442D IND NAME: 8012971982 TRN: 0110859320TC,,ykaE9QaADMcwbkM0wNooCkJZaZXwxXC3bkq7p,
11/01/2023,1080,USD,ORIG CO NAME:ACIMA13899753 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408590859183 EED:230111 IND ID:260EFC9AB66B4D0 IND NAME: 8012971982 TRN: 0110859183TC,,v3jE0Xj7wMUzbLMRzJPPILY1n1JyDJCkrOKDY,
11/01/2023,750,USD,ORIG CO NAME:ACIMA13906219 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408590859304 EED:230111 IND ID:C84BD3E737D64D3 IND NAME: 8012971982 TRN: 0110859304TC,,kX1jnQ1D9EUpxB4mpyYYTB6AnA5Vx5t3yxNdv,
11/01/2023,-1000,USD,ORIG CO NAME:Delta Bridge Fun ORIG ID:863098465 DESC DATE:Jan 11 CO ENTRY DESCR:Delta BridSEC:CCD TRACE#:067015090405993 EED:230111 IND ID:DEB938507 IND NAME:GOLDDRIPLLC TRN: 0110405993TC,,Poka9ykM6Jt8LpAZ8qKKTaXrMr5735u1EnRrd,
11/01/2023,181.57,USD,Zelle payment from MIRCA MARTINEZ WFCT0QXZ9C5P,,3VrN8Kr9k4Uo1MPQom44UV3oxobJEbt7EYnJK,
11/01/2023,1017.5,USD,ORIG CO NAME:ACIMA13905955 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408590859199 EED:230111 IND ID:58BB2C4D8CC84FB IND NAME: 8012971982 TRN: 0110859199TC,,AVOREoODbPUqKBxPqQggFoYvrvO1XOHbP83Jb,
11/01/2023,550,USD,ORIG CO NAME:ACIMA13573366 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408590859302 EED:230111 IND ID:85EE4CC4CDAB4AF IND NAME: 8012971982 TRN: 0110859302TC,,Koq4a1q6njtrm0pRreEET18jDjaedah1q345y,
11/01/2023,-500,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Jan 11 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015092349188 EED:230111 IND ID: IND NAME:GOLDDRIP TRN: 0112349188TC,,1E0me309yjcX98DmXE00tynj9jBaJBsj9RyQe,
11/01/2023,-2483.34,USD,ORIG CO NAME:LIQUIDIBEE ORIG ID:1874424288 DESC DATE:011123 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:026013570798100 EED:230111 IND ID:000000045615 IND NAME:GOLD DRIP LLC TRN: 0110798100TC,,qDmgvNmZQMILbxMALE77cxPB3BpNOptBgO9oa,
10/01/2023,-378.69,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976360717282 EED:230110 IND ID: IGO8M2GBW IND NAME:gold drip llc TRN: 0100717282TC",,wyrEOQrx6MIQbLMjQXqrCDOLmrdmJ9Iyo4pp1,
10/01/2023,-1000,USD,ORIG CO NAME:Delta Bridge Fun ORIG ID:863098465 DESC DATE:Jan 10 CO ENTRY DESCR:Delta BridSEC:CCD TRACE#:067015094657607 EED:230110 IND ID:DEB936082 IND NAME:GOLDDRIPLLC TRN: 0104657607TC,,LoBYaPBLprt4yRp34JYdfKweyp7yLXSm4Mrrp,
10/01/2023,390,USD,Zelle payment from MONICA JOSE GARCIA 16257276750,,BpMO8bM1gqHB1YJRBz0KFLPDvd0vkVHdkpJJb,
10/01/2023,-500,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Jan 10 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015090432577 EED:230110 IND ID: IND NAME:GOLDDRIP TRN: 0100432577TC,,6Vx7mvx90JUMmA3yMODnUKaDE1zExLSyLJ11x,
10/01/2023,248,USD,Zelle payment from KELVIN RAFAEL VILLANUEVA CRUZ 16259576505,,qDmgvNmZQMILbxMALE78hzNKw5ywxeIBvY33p,
10/01/2023,2502,USD,ORIG CO NAME:ACIMA13878601 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408595608866 EED:230110 IND ID:C46A6B2C170249C IND NAME: 8012971982 TRN: 0105608866TC,,v3jE0Xj7wMUzbLMRzJPrC9yR5Eg5L7skjL665,
10/01/2023,125,USD,Zelle payment from Hanoy Baldemora NYC006N01G0T,,Poka9ykM6Jt8LpAZ8qK9iq71PeBPa9u13x446,
10/01/2023,538,USD,ORIG CO NAME:ACIMA13893502 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408595608890 EED:230110 IND ID:CFBEBF7EF512416 IND NAME: 8012971982 TRN: 0105608890TC,,ykaE9QaADMcwbkM0wNopHKwgEo8EknS3xVddb,
10/01/2023,-2483.34,USD,ORIG CO NAME:LIQUIDIBEE ORIG ID:1874424288 DESC DATE:011023 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:026013574795427 EED:230110 IND ID:000000045407 IND NAME:GOLD DRIP LLC TRN: 0104795427TC,,Dod4N7dK93ty54waygQAUJ5bZwDZXzCV3aBBP,
10/01/2023,-96.58,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976366676276 EED:230110 IND ID: IEVMMWLW5 IND NAME:gold drip llc TRN: 0106676276TC",,mdq8nQqXOEIo4nOxoDeAFVP3ZzjZnKH3y5kkp,
10/01/2023,951,USD,ORIG CO NAME:ACIMA13876401 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408595608818 EED:230110 IND ID:7BCC5427C1C541B IND NAME: 8012971982 TRN: 0105608818TC,,kX1jnQ1D9EUpxB4mpyYjiqV3OrvOB7u3BmJJJ,
10/01/2023,700,USD,Online Transfer from CHK ...7263 transaction#: 16257859953,,Koq4a1q6njtrm0pRreE6i5eMEpRE1Zc17j88B,
10/01/2023,-1042.37,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976366676277 EED:230110 IND ID: I6B448G8J IND NAME:gold drip llc TRN: 0106676277TC",,d5MjVzMq8phVqgKOVx7Atvwy05Z0gefyjnJJq,
10/01/2023,450.23,USD,CASH APP*CASH OUT VISA DIRECT CA 956517 01/11,,3VrN8Kr9k4Uo1MPQom4yFkJrgmegVwt7B544q,
10/01/2023,2228,USD,ORIG CO NAME:ACIMA13857208 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408595608828 EED:230110 IND ID:E9176D6959174C1 IND NAME: 8012971982 TRN: 0105608828TC,,AVOREoODbPUqKBxPqQgXfp14JKbJoMCb0aee1,
10/01/2023,-3625,USD,ORIG CO NAME:LIQUIDIBEE ORIG ID:1874424288 DESC DATE:011023 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:026013574795430 EED:230110 IND ID:000000045446 IND NAME:GOLD DRIP LLC TRN: 0104795430TC,,1E0me309yjcX98DmXE0BIZaO04P0y1tj8vLLP,
09/01/2023,-90.95,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976368111270 EED:230109 IND ID: IEVNGZ6L7 IND NAME:gold drip llc TRN: 0098111270TC",,r1kRVYkZnMiNbdMwNJB8U7Arx4Rxd5ua8O006,
09/01/2023,880,USD,ORIG CO NAME:AMERICANFIRSTFIN ORIG ID:1462541785 DESC DATE:230108 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:096016936667388 EED:230109 IND ID:14195-102 IND NAME:DULAURY FERREIRA TAVAR CUSTOMER CREDITS TRN: 0096667388TC,,V54x9j4bBEh73VaR7xrLFMOX05a0DnUXL0BBK,
09/01/2023,4750,USD,Online Transfer from CHK ...7255 transaction#: 16252815990,,a59ojg9yaEhr1aB7rDmQi6y9wVewg8I9eqEER,
09/01/2023,-50,USD,MP TIMES SQUARE GARAGE NEW YORK NY 01/05,,o63kvQ3oEYtN8LEbN57OUgjadZqdLeSoP177d,
09/01/2023,-500,USD,ORIG CO NAME:SPEEDY FUNDING L ORIG ID:815134911 DESC DATE:Jan 9 CO ENTRY DESCR:SPEEDYFUNDSEC:CCD TRACE#:067015094979994 EED:230109 IND ID: IND NAME:GOLDDRIP TRN: 0094979994TC,,5zaN8Aa9vmFmNpBnmobkta174do4XmS6KEoo6,
09/01/2023,-36.51,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976368111267 EED:230109 IND ID: I9X5ZVEXM IND NAME:gold drip llc TRN: 0098111267TC",,0evk8Bvx30fjQBLKj0vqszNkg3jgAnIVa1QQ6,
09/01/2023,-2483.34,USD,ORIG CO NAME:LIQUIDIBEE ORIG ID:1874424288 DESC DATE:010923 CO ENTRY DESCR:PAYMENT SEC:CCD TRACE#:026013572224096 EED:230109 IND ID:000000045230 IND NAME:GOLD DRIP LLC TRN: 0092224096TC,,8V8nNj8OrZUqdKXAq8owfagOjM9jwYSJ9700Y,
09/01/2023,1359,USD,Zelle payment from FELIX SANO GUERRERO 16252312460,,r1kRVYkZnMiNbdMwNJB8U7Arx4Rxd5ua8O005,
09/01/2023,-1068.95,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976368111269 EED:230109 IND ID: IMR9ZW2EZ IND NAME:gold drip llc TRN: 0098111269TC",,a59ojg9yaEhr1aB7rDmQi6y9wVewg8I9eqEEj,
09/01/2023,2371.6,USD,ORIG CO NAME:ACIMA13864163 ORIG ID:1462225226 DESC DATE: CO ENTRY DESCR:CREDITS SEC:CCD TRACE#:091408591533191 EED:230109 IND ID:0FFCB6AC00E84FB IND NAME: 8012971982 TRN: 0091533191TC,,4VmZQkmzAaUY5mqJYeRKHpDKw0dwVmCJQjOOQ,
09/01/2023,-889.72,USD,"ORIG CO NAME:Onramp Funds, In ORIG ID:945440567 DESC DATE: CO ENTRY DESCR:Onramp FunSEC:CCD TRACE#:273976368111266 EED:230109 IND ID: IYOR4MJOR IND NAME:gold drip llc TRN: 0098111266TC",,4VmZQkmzAaUY5mqJYeRKHpDKw0dwVmCJQjOO0,
