ComNum,Nested,Name (click to view profile),Profile ID,Date,Likes,Stars,Comment,(view source)
465,,Mariano Gorbatt,ID: 694239070,12/04/2021 21:41,1,,"דווקא תאשים, אחי. חשוב שנאשים! המדינה אשמה, הממשלות אשמות, צה""ל וכל ח""כ אשמים!וגם אנחנו... שלא עושים.ות מספיק על מנת לעצור את העוולות...",view comment
466,,Avi Hadida,ID: 1137477187,12/04/2021 21:41,0,,כואב ועצוב לשמוע על בחור כל כך צעיר שרק רצה לשרת לצה״ל לתרום ולתת למאן המדינה בסוף צה״ל לא מוכן לעזור מספיק והתוצאה של בחור צעיר להרים ידיים ולעשות מעשה כל כך כואב  דמעות בעיניי שאני כותב...,view comment
467,,Mirit Tetro,ID: 1433173465,12/04/2021 21:49,0,,כל-כך כואב שזה המצב בשורות טובות בעז״ה ????,view comment
468,,Rotem Gafni,ID: 1039667370,12/04/2021 21:53,0,,אופ נשבר הלב Lior Noche,view comment
469,,Vivi Naftali,ID: 1111761773,12/04/2021 21:58,0,,איזה מצער אלוהים,view comment
470,,אורנה חדד,ID: 100010353847338,12/04/2021 22:08,1,,"לא חבל עלייך למה,איזה הפקר במדינה הזאת",view comment
471,,Noy Erez,ID: 733974824,12/04/2021 22:12,2,,איך דברים יראו פה אחרת אם לא נאשים אף אחד??? אם אף אחד לא יקח אחריות??נשבר הלב על החיילים שיצאו להילחם על המדינה וה-ו-פ-ק-ר-ו על ידי המדינה. ,view comment
472,,Ido Izsak,ID: 528248971,12/04/2021 22:19,0,,????????,view comment
473,,Or-Paz Ed-ri,ID: 566998214,12/04/2021 22:19,0,,שסיבתו אינה ברורה??? ??,view comment
474,,שוש גרינברג,ID: 100001466443774,12/04/2021 22:20,0,,מסיבה שאינה ברורה????,view comment
475,,Ety Shalev,ID: 1435973400,12/04/2021 22:20,1,,"איש שנלחם בגופו ובדמו למען המדינה. בושה. בושה למשרד הביטחון ולכל הגורמים הנוגעים לדבר. עכשיו עושים ועדת חקירה ו""בודקים"".....הכל בדיעבד ....חבל. פשוט כאב לב. חבל שאין היגיון בסיסי למשרדים האלו לדאוג לאנשים הפגועים במיוחד בשנה כלכלית קשה כמו בקורונה ולצאת מהחשיבה האטומה,לראות מעבר למספרים ,לראות מעבר לחוקים היבשים....לראות מולם פשוט בני אדם במשבר ולעשות הכל כדי לעזור.",view comment
476,,Urica Shyam,ID: 100044571409066,12/04/2021 22:21,0,,קראנו לכולם להצביע נגד הרודן בבחירות. מבחינתו אנו יכולים להישרף אך יש כסף למשמרי כיסא השחיתות.,view comment
477,,Ayelet Aya Dobkin,ID: 524351089,12/04/2021 22:23,0,,כואב הלב,view comment
478,,Anna Reizenkind,ID: 577437479,12/04/2021 22:27,0,,צעיר ויפה.  כל כך חבל.  מקווה שיהיה בסדר.  מה מצבו?,view comment
479,,Eden Asaf Gueta,ID: 100001733407403,12/04/2021 22:29,0,,"""מסיבה שלא ברורה"" לאאאאאא זה הזוי !!!הוא רק הגן על המדינה בגוף שלו וראה את חברים שלו נשרפים ומתפרקים לחתיכות מול העיניים שלו, ובסוף הוא גם נשאר שקוף !!!!!!אלוהים תעזור !!!!!!!!!#מדינת_חלם ????",view comment
480,,Danica Schwartz,ID: 100026341953662,12/04/2021 22:31,0,,בושה וחרפה למדינת ישראל,view comment
481,,Shay Aviv,ID: 650063331,12/04/2021 22:38,2,,כואב מאוד ומבייש אותי היחס שהמדינה נותנת / מתעלמת מהבנים שלב שבזכותם כולנו כאן. זה מרתיח וצריך לעמוד בראש סדר העדיפות. פשוט בושה.מאחל לאיציק ולכל הלוחמים בריאות. החלמה מהירה . ואמן שתחזרו לחיים שפויים. אוהבים אתכם.,view comment
482,,אלעד בן שושן,ID: 100000439538708,12/04/2021 22:40,1,,יואו מסכן אני הייתי עם 12 אחוז כוויות כאבי תופת הוא עם 100 אלוהים ישמור וישלח לו רפואה שלמה,view comment
483,,Nir Piro,ID: 100003647253879,12/04/2021 23:05,0,,ימותו כל הזבלים שקוראים לעצמם רופאים בביטוח לאומי מטונפים ,view comment
484,,Pnina Levy,ID: 100004944665301,12/04/2021 23:06,2,,הכתובת היתה על הקיר. זה היה רק ענין של זמן. כל שנה מבקר המדינה כותב בדוח השנתי על ההתנהלות הבעייתית של אגף השיקום. אף שר בטחון ואף ראש ממשלה ואף מנהל אגף השיקום לא נקפו אצבע לשיפור המצב. אז אל תצקצקו בשפתיים. הכתובת היתה על הקיר,view comment
,484-1,נעמי דפני,ID: 1002371559,13/04/2021 08:45,1,,Pnina Levy כמה שאת צודקת כל השנים,view comment
,484-1-1,Pnina Levy,ID: 100004944665301,13/04/2021 08:59,0,,נעמי דפני תודה נעמי. חג שמח,view comment
485,,Jenya Gurevich,ID: 1374399406,12/04/2021 23:08,0,,מדינה שיודעת לשלוח חיילים לשדה הקרב אבל לא לעזור להם ולשקם אותם אחרי שחזרו משם לא ראויה להם!,view comment
486,,Nir Piro,ID: 100003647253879,12/04/2021 23:09,0,,אינשאללה שמי שיישב בועדה הזאת והחליט את מה שהחליט יעבור עם הילדים שלו את מה שהגיבור הזה עבר עד שנשבר. החולרות שיושבים בביטוח לאומי אתם המיץ של הזבל שיש במדינה הזאת ,view comment
487,,Katya Keinan,ID: 100000409593611,12/04/2021 23:29,0,,ביזיון למדינה!!! תעודת עניות!!! המדינה חייבת להבין שלא כולם שקרנים בכל הפרמטרים שזקוקים לעזרה נפשית וכלכלית,view comment
488,,Ayala Sobia,ID: 100001961716546,12/04/2021 23:52,0,,אין גבול לרוע במדינה הזו.. הלב כואב ?? להתפלל לרפואתו! ,view comment
489,,Sara Deri Solomon,ID: 100001341536199,12/04/2021 23:54,0,,כל כך עצוב ??????,view comment
490,,Yehiel Bronstein,ID: 1799400333,13/04/2021 00:29,0,,"זיו יקירי, גיבור ישראל. אני בטוח שאתה לא עברת את מדורי הגהנום הללו, זאת מאחר ופציעתך וגבורתך הפכה אותך לפוסטר צאיילד של המדיה ולכל מי שהיה צורך בזה.ישנם הרבה פצועי צה""ל שלא זוכים ליחס הזה.אנא ממך הפוך להיות הפה והפוסטר צאיילד גם שלהם. תודה מראש.",view comment
491,,Rina Prianti,ID: 100000414296735,13/04/2021 01:33,0,,??????,view comment
492,,Eliyahu Cohen,ID: 100007581163110,13/04/2021 01:54,17,,"נמאס לי מהלבד, נמאס לי לא לדעת איך לשמוח. נמאס לי שאני לא מעניין אף אחד. נמאס לי שכולנו פראיירים ובסוף נזרקים לאשפה. מרגיש חלק מן האשפה.ובמצבים של התקפי חרדה שמו אותי בכלא כמה חודשים, משראו שזה מחמיר את המצב, מאז שיחררו אותי בהנחיה רפואית ומאז לא מתייחסים ולא רוצים לעזור בכלום. איך נעזור לעצמנו?, לקום לצאת מהמיטה עם חיוך זו משימה שנראית ענקית בצורה מפלצתית, מי יעזור לנו? ??כל יום אני שומע על מלאך אחר שנפגע ונוטשים אותו. ומה עוד כואב לי, חוץ מזה שעוד מלאך נכנס למערבולת עינויים, אני יודע וכואב לי, שאנחנו רק מתרחקים יותר אחורה ו""מכבידים"" על המערכת, לכן אנחנו, לפחות חלקנו נחשבים כלא פחות מבלאי. אני חמש שנים לא עובד וחמש ולא יוצא מהבית בכלל. ניסיתי לעשות מוזיקה ולהופיע, גם זה הפסקתי מהר, כי התקפי חרדה על במה זה לא משהו כיף. איך מכאן הלאה?, כי להתבטא ולפנות כל יום לאנשים, זה לא קל. ????מחבק אותך איציק, אשמח לחיבוק גם. ??",view comment
,492-1,Hallell Elnekave,ID: 1678165992,13/04/2021 05:31,1,,Eliyahu Cohen חיבוק גדול אהוב ??,view comment
,492-1-1,Eliyahu Cohen,ID: 100007581163110,13/04/2021 05:34,0,,Hallell Elnekave הללי האהובה ?,view comment
493,,David Levi,ID: 100008407758748,13/04/2021 01:56,0,,??,view comment
494,,Shian Hirsch,ID: 771643191,13/04/2021 01:57,3,,"המדינה מפנה גב לכל קשת האזרחים שלה! יושבים שם בכנסת מדושנים מבלבולי מוח והשכר עולה, התקציבים יורדים . אין תקציב לחלשים... אין תקציב לחלשים?כמה עוד אפשר עם הנהגה כושלת? דורכים על הדם שלנו״מתקשרים אלינו מכל העולם״ בושה.",view comment
495,,רואי רחמים,ID: 100009032616586,13/04/2021 02:17,0,,"מזעזע!אני לא יודע מה יותר מזעזע; המעשה, או מה שגרם לו!גוף מפלצתי שמבייש את השליחות שלשמה נברא!!!!! (אגף שיקום נכי צה""ל, הלומי צה""ל, בדיוק כמו ארגון אלמנות צה""ל - יתומים עד גיל 21 כאילו בגיל 21 ויום חזר להם אבא מהמתים...)  בושה בושה בושה!!!ולחלק החשוב:רפואה שלמה במהרה??אמן!",view comment
496,,נאוה טל,ID: 100011673097472,13/04/2021 02:32,0,,כמה עצוב וכואב..רפואה שלמה ובשרות טובות אמן.,view comment
497,,ניצה בן נחום,ID: 100001523391415,13/04/2021 02:42,0,,??????,view comment
498,,Tommy Junger,ID: 100004614823016,13/04/2021 02:46,0,,תמונה עוצמתית ועצובה,view comment
499,,איילת רחמים,ID: 1724431667,13/04/2021 02:51,1,,"עצוב, גם המוסד לביטוח לאומי לפעמים במקום לסייע לתמוך לדרבן שיגרה שוברים אנשים שעברו גם כך משבר בחיים כמה נורא ועצוב החלמה מהירה מסכן כואב הלב ",view comment
500,,דנה אפרים,ID: 100004658206263,13/04/2021 03:04,0,,כואב הלב,view comment
501,,בנצי מרקו,ID: 100004747088054,13/04/2021 03:04,1,,תעודת עניות למדינה,view comment
,501-1,סופיה ברנס,ID: 100063408192278,13/04/2021 03:35,1,,בנצי מרקו ותעודת הפקרות  לרשויות.  איזה צער,view comment
502,,סמדר גנזי,ID: 684128436,13/04/2021 03:11,3,,אני מתביישת. בושה עמוקה ושורפת לב.,view comment
,502-1,Nurit Shalev,ID: 633957207,13/04/2021 05:43,0,,סמדר גנזי ממש ככה,view comment
503,,Smadar Polovian,ID: 1111545688,13/04/2021 03:14,0,,כל כך עצוב וכל כך מכעיס.,view comment
504,,Nikolay Maltsev,ID: 100003479028927,13/04/2021 03:18,0,,כמה את צודקת! עצוב מעוד,view comment
505,,גילה דדוש,ID: 100047969781976,13/04/2021 03:23,3,,עצוב מאוד?? שכך מפקירים את החיילים היקרים שלנו שנלחמו למען המדינה. הלב נקרע מכאב.בעזרת השם לבשורות טובות אמן????????????,view comment
506,,Hila Toledano,ID: 598896775,13/04/2021 03:25,3,,"למה אתה לא מאשים?! תאשים!!! אני מאשימה.. המדינה, הממשלה, הפקידים, כולם סופר אשמיםםם. המדינה מפקירה את החיילים, את הלוחמים, כאילו השתמשה בהם וזרקה",view comment
,506-1,Liraz Malka,ID: 1724932112,13/04/2021 04:29,1,,Hila Toledano משרד הביטחון מקבל תקציבים ועושה איתם אן דן דינו!! ,view comment
,506-1-1,Hila Toledano,ID: 598896775,13/04/2021 04:32,0,,Liraz Malka עלובים ,view comment
507,,ירדנה יהושע,ID: 100008490611276,13/04/2021 03:26,0,,כמה עצוב ?? וכואב שככה הגיבורים שלנו  מגיעים למצב שאף אחד לא זוכר אותם ??????????ה  ישלח לו רפואה שלמה ?? ויפתח קצת את הראש והלב של הנוגעים בדבר ??,view comment
508,,צביקה פרידמן,ID: 100000129673505,13/04/2021 03:28,7,,זיו שלום שמי צבי פרידמן בשנת 94 נפצעתי בעזה הייתי חייל לוחם בסדיר שלושה חודשים לקראת השיחורר נפצעתי בעזה הייתי במצב בינוני חצי שנה בבית חולים ועוד שיקום 4 חודשים בבית חולים 10 בחיפה לאחר מיכן התחלתי טיפולים של מישרד הביטחון אני יודע כמה שהמערכת עגומה במשך עשר שנים טילטולים של משרד הביטחון בבאר שבע קיבלתי אחוז אחד נכות בושה אל הצלקת בצוואר אני לא אשכח יושב רופא בוועדה של משרד הביטחון צוחק לך בפנים ואומר לך לך הביתה בתור חייל צעיר שלא מבין כלום אף אחד לא עזר אפילו הצבא לא שלח נציג שיסביר לי מה הזכיות שלי כמה שהמערכת עגומה אני מבין את הכאב שכל לוחם שצריך להיתמודד אם מערכת עגומה כזאת הגיעה הזמן לעשות שינוי יש לי בן לוחם בכפיר למרות הכל מה שעברתי בצבא עדיין שלחתי את הבן שלי להיות לוחם כאב תמיד ישאר רק מי שניפצע בצא יודע מה זה פשוט בזיון אחד גדול של מערכת הגומה שמפקירה את הבנים שלה פשוט זרקו אותנו לכלבים ונתנו לנו להיתמודד לבד בושה למדינה שמפקירה את הבנים שלה,view comment
,508-1,יוסי סקורי,ID: 100000531307861,13/04/2021 04:54,1,,צביקה פרידמן עצוב מאוד בגלל זה תראה כמה עושים צבאומילואים היום כי אין צדק כאן,view comment
509,,זאב מרמן,ID: 100003795093412,13/04/2021 03:30,0,,רק משטר צבע תציל המדינה....,view comment
510,,רוני מצלאוי,ID: 100011481163236,13/04/2021 03:33,1,,ערב יום הזיכרוןבאמת זו המדינה שהפכנו להיות?חייל פצוע שמתחנן וזועק לעזרה?ניצולי שואה שלא יכולים לסיים את חיים בכבוד כי אין כסף?מבוגרים ששילמו כול חייהם ביטוח לאומי מיסים ומה לא . מקבלים קצבה ולא יודעים להחליט מה לקנות החודש. תרופות או אוכל????אולי באמת הגיע הזמן לטפל במה צריך??¿??רק אומר,view comment
,510-1,אתי אזולאי,ID: 100004158312226,13/04/2021 05:06,0,,"רוני מצלאוי אומר וצודק...הגיע הזמן שכל הרדומים יתעוררו.הכל מתחיל ונגמר בתקציב. אם היו מחלקים נכון את התקציב( שאין ...),אז לא היינו רואים את המחדלים האלו,או לפחות היינו מצמצמים אותם.",view comment
,510-1-1,רוני מצלאוי,ID: 100011481163236,13/04/2021 05:12,0,,אתי אזולאי הכול מתחיל באכפתיות!!בערבות הדדית!!!כשרוצים יש תקציבלא אכפת לי שמאל ימין!!!,view comment
,510-1-1-1,אתי אזולאי,ID: 100004158312226,13/04/2021 05:14,0,,"רוני מצלאוי לא ציינתי דיעה פוליטית .וזה כבר לא ערבות הדדית,כי הציבור לא יכול לממן מתרומות את כל מה שציינת.זה כסף גדול שצריך להגיע מהממשלה.",view comment
511,,Meytal Oren Miller,ID: 739438852,13/04/2021 03:36,0,,עצוב מאוד.,view comment
512,,עימאד חוגיראת,ID: 100051004604736,13/04/2021 03:37,0,,"אני הייתי חיל חי""ר ואיש קבע נפצעתי כמה פעמים בשירות ויש לי פגיעה בעצבים בשמיעה מירי שהייתי במבצעים מאז שנת 1999 אז הייתי בן 18 היום אני בן 40 ולא יכולתי לעשות שום דבר ושלמתי הרבה כסף לעורכי דין לצערי יש זלזול המדינה צריכה לעזור לחיילים שלנו במקרים האלה כי לעורך דין לא יכפת הוא מקבל את הכסף שלו ולא מעניין אותו אז משרד הביטחון צריך לטפל בחיילים שנפגעים כמוני וכל לוחם אחר שיהיה זכרם ברוך לנופלים החברים היקרים על לבי ולנפגעים שירגישו טוב",view comment
513,,ליאור אברהמי,ID: 100000131866564,13/04/2021 03:39,2,,"לצערנו הרב,המדינה והחברה שלנו לא יודעות להתייחס לפצועים. לעיתים נדמה שיש כבוד והבנה רק למתים...עצוב מאד שכך.",view comment
514,,Erez Aharony,ID: 100004497220818,13/04/2021 03:43,0,,????????,view comment
515,,נטלי סר מרטין,ID: 100054254384326,13/04/2021 03:43,1,,בדיוק חושבת לעצמי...האם דיבר עם זיו? עם אברי גלעד? השקיפות של הלוחמים היא נוראית.חייבת להיות הצפה ללא הפסקה של הנושא.,view comment
516,,Shai Shabtai,ID: 721718187,13/04/2021 03:44,6,,אני מת על זה שכולם מדברים מגבוה רק שוכחים שיש פה עאלק מפלגת ימין בראשות הממשלה שפשוט מעדיפה שחרדים יצאו לפנסיה מהלימודים בגיל 39 מאשר לתת כסף לחיילים שלנו .יש פה אשם וקוראים לו ביבי והוא זה שמחלק את התקציב בפועל !!מבחינתי הדם הזה על הידיים שלו ??????,view comment
,516-1,Yaara Even Maltz,ID: 100000155647608,13/04/2021 04:11,1,,Shai Shabtai נכון,view comment
517,,Maly Shir Avshalomi,ID: 663072300,13/04/2021 03:47,0,,"אנשים לא מבינים שהפוליטיקה בכל מקום, בכל דבר ועניין, בחיים של כולם. אנשים לא מבינים שכאשר הם הולכים לקלפי ושמים פתק, הם בוחרים בזה. שוב ושוב. אנשים ששמים מחל בקלפי בוחרים בעצם בראש ממשלה שהולך עם החרדים, נותן להם את הכסף במקום למי שלחם למען המדינה, נפצע וזקוק לה עכשיו יותר מכל, בגוף ובנפש. אם באמת תקום כאן הממשלה שביבי רוצה, האנשים האלה, החשובים כל כך שוב ושוב יתעלמו מקיומם ויתנו את הכסף לישיבות, קצבאות, התנחלויות בלבד.....",view comment
518,,Peled Hadad Ronen,ID: 832874880,13/04/2021 03:47,8,,מנהיגי מדינה שעסוקים בעצמם ולא במה שכואב אנחנו חיים במקום ללא יכולת ריפוי ללא חמלהאיזה סבל איציק וגיבורי צה״ל עוברים נורא!!! נתפלל כולנו לרפואה שלמה.,view comment
519,,Or Cohen,ID: 1168772496,13/04/2021 03:52,0,,נקרע הלב ,view comment
520,,סיגלית דניאל,ID: 100011796723074,13/04/2021 03:52,0,,אם לא היו מפקירים אותו לא היה מגיע למצב כזה כל כך צעיר וכל כך על הכתפיים שלו מאחלת לו רפואה שלמה,view comment
521,,שושי נאמן,ID: 100038304066813,13/04/2021 03:56,0,,"כל כך משלמים משכורות גבוהות לאנשים שממש לא עובדים, רק בגלל התואר שקיבלו,  על מנת להצדיק את מקום עבודתם, ראו משרדים של תאגידי המים   מנהלים, מזכירתות. לשם מה?, ראו בכנסת שרים שלא עושים כלום ממש כלום, שלא נדבר על מפלגות ערביות שממש שונאי המדינה, לכל אלה ולביזבוזים  יש  את הכסף, מביאים אנשים  בטוח ללא הכשרה , שרק בגלל פרוטקציה  קבלו תפקיד כרגיל להשתתף בוועדות ואומרים טפלו בחיילים. בטוח שאין בוועדות אנשים מקצוענים,  וזה התוצאה.",view comment
522,,Liat Romanoff,ID: 806488674,13/04/2021 03:59,0,,Timna Smoli ,view comment
523,,רותי בן סימון-מרדו,ID: 100000352228038,13/04/2021 04:00,0,,לא נתפס המעשההחלמה מהירה??,view comment
524,,Zehavit Shai Monsonego,ID: 100000391201621,13/04/2021 04:02,0,,חבל להלחם בשביל המדינה הזאת,view comment
525,,מירי פינצי,ID: 100008182056602,13/04/2021 04:02,0,,"עצוב מאוד, הגיע הזמן להחליף את הועדות שמוציאות את המיץ לחיילים . לא מגיע להם יחס כזה !!!",view comment
526,,מזל דניאלי רווח,ID: 100051664313195,13/04/2021 04:02,0,,"כואב בלב,עצוב",view comment
527,,דנה זייגר,ID: 100014640194149,13/04/2021 04:03,0,,כואב הלב.עוד הוכחה שיש לנו מדינה מזורגגת ואטומה.אנשים ר ע י ם,view comment
528,,מרים ואלי בן נעים,ID: 100000973318742,13/04/2021 04:07,0,,החלמה מהירה ועצוב שנלחם ואמן מושיע ומקשיב,view comment
529,,Rivka Lapid,ID: 100000140670609,13/04/2021 04:17,0,,"מה קורה לנו לאחרונה? מתביישת, החברה הישראלית מדרדרת, חיילים ומשוחררי צהל מאז ומתמיד היו קודש, לאן הגענו?",view comment
530,,יוסי גמפל,ID: 100004106945400,13/04/2021 04:18,0,,"כמה לא מפתיע , לצערי הרב ........ המדינה מפקירה את לוחמיה ומגיניה , את קשישיה , את גמלאי צה""ל ואת ניצולי השואה .........עצוב שכך !!!!!!",view comment
531,,Orly Doron,ID: 100001058933129,13/04/2021 04:19,1,,ספציפית אגף השיקום של משרד הבטחון נודע על ערלות לב של עובדיו ועל מדיניות נוקשה כלפי נכים רבים. מה עוג צריך לקרות כדי שיתרחש שינוי???!!,view comment
532,,Hava Naveh,ID: 610634077,13/04/2021 04:20,0,,כועסת וכואבת....כמה נורא,view comment
533,,Yossi Mutsafi,ID: 1497482727,13/04/2021 04:20,0,,"עצוב וכועס ,עד מתי הפקרות 2021",view comment
534,,Yoav Levi,ID: 1567011063,13/04/2021 04:21,2,,"משהב""ט משרד מנופח, מסואב, שנבזבז מיליארדים ולא על ביטחון אלא על דרגות מיותרות לתפקידים מיותרים, השכרת מבנים הגוש דן במאות מיליוני ש""ח בשנה, החזקת משרדי רכש שאין בהם צורך ברחבי העולם בעלות של 160 מיליון ש""ח בשנה ועוד רבה יד הגזל לא מסוגל להעניק את הטיפול הבסיסי לפגועי הנפש מתוכו, אלא שחוו על בשרם את הקרבוץ אך ממשיך להעניק פנסיות תקציביות לאלופים שיושבים מדושנים במשרדיהם.Ziv shilon זיו שילוןפניתי אליך גם בפרטי... מתוך הבנה ששינוי לא יתרחש מפוסטים בפייסבוק בלבד. ",view comment
535,,Pedro Szlit,ID: 1343537583,13/04/2021 04:23,0,,"זה בלתי נתפס, אסור שזה יקרה. חייבים לחוקק חוק שיכיר בהם",view comment
536,,שולה אפרתי,ID: 100053775183363,13/04/2021 04:25,2,,הלוואי ויחיה וימשיך להלחם בשביל הנכיםהבירוקרטיה קשה ולא נסבלת וחייבים להסדיר את הענייןאני סומכת עלייך זיו היקר שאני מעריצה אותך וקוראת כול כתבה עלייך ורואה כול תוכנית שאתה משתתף בהאני יודעת ובטוחה שאתה תפעל הכי טוב למען הנכים שסיכנו את חייהם ונלחמו למעננו ולמען המדינהבריאות לכולםוחג עצמאות שמח????????????????????????????,view comment
537,,גיל חובש,ID: 100004453382350,13/04/2021 04:30,0,,"עצוב מאד לאן שהגיע איציק ,אני לא מכיר את איציק ,אבל כדי שלא יחזרו מקרים כאלו כולנו צריכים להיות איציק ולהבין את המצוקות של השני .",view comment
538,,אורנה זאנה טרבולסי,ID: 100008599458294,13/04/2021 04:31,0,,עצוב מאוד שצריך להגיע למצב הזה,view comment
539,,שיר רוזוב,ID: 100000936552218,13/04/2021 04:33,0,,Shai Karples ,view comment
540,,אמיר אמיר מגוז,ID: 100004990863446,13/04/2021 04:34,0,,"כנכה צה""ל נכה נפשיתאני מכיר כל כך את הדבר הזה כפוסט טראומה.זר לא יבין את עוצמת הנפש של פוסטראומתיים רפואה שלמה לגיבור שלנו",view comment
541,,שירה איפרגן,ID: 100001327753328,13/04/2021 04:35,0,,מה איתו הבוקר Ziv shilon זיו שילון ? מקרה עצוב מאוד.,view comment
542,,Adi Laor-holander,ID: 100000485453588,13/04/2021 04:38,1,,מדינה בהפרעה... פשוט לא נתפס לאן חיילנו צריכים להגיע כדי שלא ישכחו אותם דקה אחרי שנחשבו לגיבורים...,view comment
543,,ירון דוד,ID: 100004128540725,13/04/2021 04:42,0,,מעצבים אין לי מה לכתוב ????????,view comment
544,,Vered Nissan,ID: 100009376576530,13/04/2021 04:43,0,,רפואה שלמה,view comment
545,,Yaron Biton,ID: 1013809744,13/04/2021 04:45,0,,נורא,view comment
546,,הראלה עוז שלו גבירץ,ID: 1129654940,13/04/2021 04:46,0,,נורא ,view comment
547,,Irit Soifer,ID: 1369789318,13/04/2021 04:51,0,,בשורה עצובה כל כך... מתביישת שככה המדינה בוחרת לנהוג עם חילייה..... ??,view comment
548,,Eti Levi-Shuv,ID: 1680661829,13/04/2021 04:51,0,,כואב הלב. וכן צריך להאשים את אגף השיקום שלא מפסיק לחשוב שכולם רמאים שרוצים כסף. מספיק עם זה.,view comment
549,,Tali Ben Avraham,ID: 100000771392876,13/04/2021 04:54,0,,עצוב מאוד  מדכאים את הנכים עד אובדן??????,view comment
550,,Tali Ben Avraham,ID: 100000771392876,13/04/2021 04:54,0,,בושה שכך  מפקירים את הגיבורים??,view comment
551,,סימה מרקוביץ,ID: 100025575252244,13/04/2021 04:55,0,,רפואה שלמה ילד,view comment
552,,הודיה אסייג,ID: 1177345150,13/04/2021 04:55,0,,אין מילים .. עצוב ומכעיס ,view comment
553,,יוסי סקורי,ID: 100000531307861,13/04/2021 04:57,0,,חוסר צדק המדינה צריכה לתת למי שנתן במקום זה מפקירים,view comment
554,,אסתר קלפה,ID: 100011395466686,13/04/2021 04:58,0,,"
[PHOTO] https://scontent-lax3-1.xx.fbcdn.net/v/t39.1997-6/105929514_953858501743174_8944555844539874518_n.png?_nc_cat=1&ccb=1-7&_nc_sid=ac3552&_nc_ohc=1C_kFyOvEbwAX8G8Ey5&_nc_ht=scontent-lax3-1.xx&oh=00_AT9fkc0WNEwNnU9eaaYJjIb-HxJAh4jRwxysdeRe36tDsw&oe=634386B9",view comment
555,,Mickey Hacmon,ID: 1538796435,13/04/2021 04:58,0,,"המדינה מענה את הגיבורים האלה שנתנו את כל כולם, בגוף ובנפש ומנסה לחסוך על הגב שלהם כמה שקלים... פשוט ביזיון..",view comment
556,,Dana Goldberg Avisror,ID: 1049682607,13/04/2021 05:04,0,,Julia Nilov Alush,view comment
,556-1,Julia Nilov Alush,ID: 638319932,13/04/2021 05:26,1,,"Dana Goldberg Avisror זה נורא נורא נורא... מחדל עצום של המדינה שלנו,יחד עם הנגב,ניצולי השואה..",view comment
,556-1-1,Julia Nilov Alush,ID: 638319932,13/04/2021 05:28,0,,וגם משרדי הממשלה והביורוקרטיה המסואבת..מי יושב שם בועדות?????אנשים קטנים עם קביעות..,view comment
557,,ורד חדד,ID: 100009377685262,13/04/2021 05:05,2,,"איציק הוא לא הראשון ולא האחרון!!!!המדינה/וצה""ל מקבלים את ילדנו בריאים ושלמים עד ש...עוברים טירונות עוברים מסעותעוברים מבצעים ומלחמותובנוסף הכל מתלווה בהשפלות, באלימות מילולית ופיזית!המדינה שלנו רקובה מהיסוד, לא מכירה בחילים עם פוסט טראומה מעבירה את הילדים האלה במשך שנים וועדות, בדיקות, הוצאות של אלפי שקלים השפלות וכו....לצערי מכירה את הכל מקרוב, מדינה אטומה !אז עוד ילד שלנו נהרג, ועוד ילד שלנו נפצע, ועוד ילד שלנו התאבד !!!מי אחראי על הילדים השקופים האלה????",view comment
558,,עופר אשקורי,ID: 100001189706657,13/04/2021 05:12,1,,מערכת חולה..חולה מאוד..אגף השיקום ביזיון...פח אשפה של ממש..,view comment
559,,יפית חיה,ID: 100009534965658,13/04/2021 05:13,0,,"נורא ואיום שמפקירים את ילדינו, חיילינו...עצוב!!!!!",view comment
